w1	w2	count	p_cond
બંને	પ્રેમી	1	1.00000000
બગાડીયાની	સુચના	1	1.00000000
બચ્ચના	ટ્વિટર	1	1.00000000
બદલામાં	,	1	1.00000000
બદલો	લેવા	1	1.00000000
બધી	ફિલ્મો	1	1.00000000
બનાવી	હતી	1	1.00000000
બની	રહ્યો	1	1.00000000
બાતમીદારોનો	પણ	1	1.00000000
બાબતે	એમણે	1	1.00000000
બાળ	કેદીઓને	1	1.00000000
બાળકો	અને	1	0.50000000
બાળકો	બંધ	1	0.50000000
બાળગૃહમાંથી	મુકત	1	1.00000000
બાળગૃહોમાં	લગભગ	1	1.00000000
બિંદુ	આઇટીપી	1	1.00000000
બિચ્છુવાડાથી	શામળાજી	1	1.00000000
બિલીંગના	વ્યવહારો	1	1.00000000
બીજા	લોકોથી	1	1.00000000
બીજી	તરફ	1	1.00000000
બૂટલેગર	સુનિલ	1	1.00000000
બૂટલેગરો	વિદેશી	1	1.00000000
બે	તબક્કા	1	0.33333333
બે	પ્લેટ	1	0.33333333
બે	યુવાન	1	0.33333333
બેગ	લીધો	1	1.00000000
બેસણુ	તા	1	1.00000000
બોગસ	બિલીંગના	1	1.00000000
બોર્ડર	થઈ	1	1.00000000
બ્યુરો	ઓફ	1	1.00000000
ભયને	ધ્યાનમાં	1	1.00000000
ભરપાઈ	કરવા	1	1.00000000
ભરવાડ	તેમજ	1	1.00000000
ભરૂચથી	રાષ્ટ્રપતિ	1	1.00000000
ભાગી	જઈ	1	1.00000000
ભાજપ	સાથે	1	1.00000000
ભાજપના	કાર્યકરોએ	1	1.00000000
ભારે	ચકચાર	1	0.33333333
ભારે	રોષ	1	0.33333333
ભારે	વીમા	1	0.33333333
ભાવ	આપીશ	1	1.00000000
ભીલીસ્તાન	ટાઇગર	1	1.00000000
ભેટ	આપી	1	1.00000000
મંત્રી	જ્યોતિરાદિત્ય	1	1.00000000
મચી	ગઇ	1	1.00000000
મચ્યો	છે	1	1.00000000
મજા	હશે	1	1.00000000
મન	અને	1	1.00000000
મનોહરસિહ	જાડેજાના	1	1.00000000
મર્યાદા	લઇ	1	1.00000000
મળી	રહેશે	1	0.50000000
મળી	શુ	1	0.50000000
મળે	છે	1	1.00000000
મળેલ	હાર	1	1.00000000
મળ્યુ	હતુ	1	1.00000000
મળ્યો	હતો	1	1.00000000
મહત્ત્વ	પણ	1	1.00000000
મહારાષ્ટ્રથી	ઝડપી	1	1.00000000
મહિનામાં	શરૂ	1	1.00000000
મહિલા	વર્ગના	1	1.00000000
મહિલાને	કે	1	1.00000000
મહિસાગર	,	1	1.00000000
મહેન્દ્	બગાડીયાની	1	1.00000000
મહેસાણામાં	રીટા	1	1.00000000
માં	અપરાધ	1	1.00000000
માગણી	...	1	1.00000000
માગતા	હતા	1	1.00000000
માટે	ઉપયોગી	1	0.05555556
માટે	ઊંચા	1	0.05555556
માટે	એક	1	0.05555556
માટે	કરોડો	1	0.05555556
માટે	નિષ્ફળતા	1	0.05555556
માટે	પોેલીસ	1	0.05555556
માટે	પ્રકાશનનો	1	0.05555556
માટે	પ્રતિબદ્ધ	1	0.05555556
માટે	પ્રસન્ન	1	0.05555556
માટે	રચાયેલ	1	0.05555556
માટે	રાહ	1	0.05555556
માટે	વિવાહનો	1	0.05555556
માટે	સમય	1	0.05555556
માટેનો	સરેરાશ	1	1.00000000
માણસ	ખવડાવી	1	0.25000000
માણસ	તેના	1	0.25000000
માણસ	તેની	1	0.25000000
માણસ	સાથે	1	0.25000000
માત્ર	સુપર	1	1.00000000
માધ્યમથી	સત્તાધીશો	1	1.00000000
મામલો	સંસદમાં	1	1.00000000
માર્ગદર્શન	હેઠળ	1	1.00000000
માવાણીએ	ચાર્મી	1	1.00000000
મિલનભાઇ	હરીશભાઇ	1	1.00000000
મિશિગનના	નો	1	1.00000000
મુકત	કરવામાં	1	1.00000000
મુક્ત	કરવાની	1	0.50000000
મુક્ત	કરવામાં	1	0.50000000
મુખરજીએ	હોસ્પિટલની	1	1.00000000
મુજબ	કરવામાં	1	1.00000000
મુદ્દે	ભીલીસ્તાન	1	1.00000000
મુદ્રામાં	તે	1	1.00000000
મુલાકાત	છે	1	1.00000000
મુશ્કેલ	હોતુ	1	1.00000000
મુસાફરી	ભથ્થું	1	1.00000000
મેઘાલયમાં	લોકોના	1	1.00000000
મેદસ્વી	લોકો	1	1.00000000
મેમરી	,	1	1.00000000
મોટાપાયે	જથ્થો	1	0.50000000
મોટાપાયે	દારૃનો	1	0.50000000
મોડલ	સિવાય	1	1.00000000
મોત	આ	1	1.00000000
મોરબીના	નાગડાવાસ	1	1.00000000
મોરારીબાપુએ	ગાંધીજીની	1	1.00000000
યાત્રા	માટે	1	0.33333333
યુઝર્સને	જતા	1	1.00000000
યુનાઇટેડ	સ્ટેટ્સ	1	1.00000000
યુવાન	અને	1	1.00000000
યોગ	બની	1	1.00000000
યોગ્ય	રહેશે	1	0.50000000
યોગ્ય	શબ્દો	1	0.50000000
યોજના	બે	1	0.50000000
યોજના	મુજબ	1	0.50000000
યોજનાકીય	કામની	1	1.00000000
યોનિમાર્ગ	ખેંચે	1	1.00000000
રચાયેલ	છે	1	1.00000000
રપ	ના	1	1.00000000
રબારી	દ્વારા	1	1.00000000
રમુજી	ઉખાણાઓ	1	1.00000000
રર	૩	1	1.00000000
રસપ્રદ	રહેશે	1	1.00000000
રહેતા	હતા	1	1.00000000
રહેલા	રિન્યૂએબલ	1	1.00000000
રહેવા	શરૂ	1	1.00000000
રહેશે	,	1	0.25000000
રહેશે	કે	1	0.25000000
રહ્યા	હતા	1	1.00000000
રહ્યું	,	1	1.00000000
રહ્યો	છે	1	1.00000000
રાખીને	લીધો	1	1.00000000
રાખેલ	છે	1	1.00000000
રાજપીપળા	પાલિકાના	1	1.00000000
રાજસ્થાનના	બિચ્છુવાડાથી	1	1.00000000
રાજ્ય	લઘુતમ	1	1.00000000
રાજ્યના	બાળગૃહોમાં	1	1.00000000
રાજ્યપાલ	ઓપી	1	1.00000000
રાજ્યસભાના	સાંસદ	1	1.00000000
રાજ્યોમાં	મળેલ	1	1.00000000
રાષ્ટ્રપતિ	અંકલેશ્વર	1	1.00000000
રાષ્ટ્રપતિએ	ગાંધીજીની	1	1.00000000
રાહ	જોઈ	1	1.00000000
રાહુલ	ગાંધી	1	1.00000000
રિજેક્શનના	ભયના	1	1.00000000
રિન્યૂએબલ	એનર્જી	1	1.00000000
રિસર્ચ	ઇન્સ્ટિટયૂટ	1	1.00000000
રીટા	અને	1	1.00000000
રીતે	એક	1	0.33333333
રીતે	પૂજન	1	0.33333333
રીતે	રોકશે	1	0.33333333
રૂપિયાની	ગ્રાન્ટ	1	1.00000000
રૃપીયા	ચુકવ્યા	1	1.00000000
રૃપીયાની	તુવેરો	1	1.00000000
રોકશે	,	1	1.00000000
રોજ	અવસાન	1	0.50000000
રોજ	સાંજે	1	0.50000000
રોજગારીની	તક	1	0.50000000
રોજગારીની	નવી	1	0.50000000
રોષ	ને	1	1.00000000
લઇ	જવાની	1	0.50000000
લઇ	શકે	1	0.50000000
લઈને	ચિંતા	1	1.00000000
લખશે	તે	1	1.00000000
લખી	ન	1	1.00000000
લગભગ	30,000	1	0.33333333
લગભગ	359	1	0.33333333
લગભગ	પૂરી	1	0.33333333
લઘુતમ	મર્યાદા	1	1.00000000
લાઇસન્સવાળા	ડ્રાઇવરોને	1	1.00000000
લાખ	રોજગારીની	1	1.00000000
લાગણી	ઉત્પન્ન	1	1.00000000
લિધો	છે	1	1.00000000
લીધો	,	1	0.50000000
લીધો	છે	1	0.50000000
લીમડી	તેમજ	1	1.00000000
લેતાં	હાલ	1	1.00000000
લેનારા	80	1	1.00000000
લેબર	સ્ટેટિસ્ટિક્સ	1	1.00000000
લેવા	માગતા	1	1.00000000
લોકપ્રિય	કીફિર	1	1.00000000
લોકાર્પણ	કર્યું	1	1.00000000
લોકો	પેટની	1	0.33333333
લોકો	માટે	1	0.33333333
લોકો	સ્મિત	1	0.33333333
લોકોથી	ક્યારેય	1	1.00000000
લોકોના	જનાદેશનો	1	1.00000000
લોકોનો	વિશ્વાસ	1	1.00000000
લોડ	માટે	1	1.00000000
વખત	.	1	0.50000000
વખત	સાંભળો	1	0.50000000
વગર	પોતાની	1	1.00000000
વચન	આપ્યું	1	1.00000000
વચ્ચેનો	પગાર	1	1.00000000
વજન	આગળ	1	0.33333333
વજન	ઘટાડવા	1	0.33333333
વજન	લઇ	1	0.33333333
વડોદરા	શહેર	1	1.00000000
વધારવા	બાબતે	1	1.00000000
વધારવાની	જરૂર	1	1.00000000
વધારે	થશે	1	1.00000000
વધારો	થવાનો	1	1.00000000
વધુ	મજા	1	0.33333333
વધુ	લોકપ્રિય	1	0.33333333
વધુ	સારો	1	0.33333333
વયના	લોકો	1	1.00000000
વર્ગના	સપોર્ટથી	1	1.00000000
વર્લ્ડ	રિસર્ચ	1	1.00000000
વર્ષ	સુધીની	1	1.00000000
વર્ષના	યોજનાકીય	1	1.00000000
વર્ષમાં	૨૦૨૨	1	1.00000000
વર્ષે	અમેરિકામાં	1	1.00000000
વલણ	ધરાવતા	1	0.50000000
વલણ	વ્યક્ત	1	0.50000000
વસાવા	તમારા	1	1.00000000
વસ્તુઓ	પરત	1	1.00000000
વા	લેનારા	1	1.00000000
વાતને	લઈને	1	1.00000000
વાતો	ફરી	1	1.00000000
વાય	એસ	1	1.00000000
વાયરસના	ભયને	1	1.00000000
વિકલ્પ	પસંદ	1	1.00000000
વિકલ્પરૂપે	આ	1	1.00000000
વિકાસના	કામો	1	1.00000000
વિતાવવો	ઉપયોગી	1	1.00000000
વિદેશી	દારૃનો	1	1.00000000
વિનોદ	,	1	1.00000000
વિપક્ષના	સરકાર	1	1.00000000
વિરસિંહને	ત્યાં	1	1.00000000
વિવાહનો	શુભ	1	1.00000000
વિશે	ઘણીબધી	1	0.50000000
વિશે	પ્રકાશ	1	0.50000000
વિશ્વના	દ્રષ્ટિ	1	1.00000000
વિશ્વાસ	ફરીથી	1	1.00000000
વિસ્તારના	ગરીબ	1	1.00000000
વિસ્તારમાં	તેમના	1	1.00000000
વીણાએ	કહ્યુ	1	1.00000000
વીમા	કાયદાઓએ	1	0.25000000
વીમા	દરોમાં	1	0.25000000
વીમા	પૉલિસી	1	0.25000000
વીમા	પ્રદાતાઓ	1	0.25000000
વીમાનો	પુરાવો	1	1.00000000
વૃદ્ધ	મહિલાને	1	1.00000000
વૃદ્ધિ	પામી	1	1.00000000
વેગનઆર	કારમાં	1	1.00000000
વેચાણો	પર	1	1.00000000
વેધક	સવાલો	1	1.00000000
વેપારીઓને	રૂા	1	1.00000000
વેરા	વધારવા	1	1.00000000
વેરાકીય	આવકને	1	1.00000000
વેરાવળ	હરસુખલાલ	1	1.00000000
વેરાશાખ	તબદીલ	1	1.00000000
વેરો	સરકારમાં	1	1.00000000
વૈશ્વિક	સંશોધન	1	1.00000000
વોટર	સપ્લાયરની	1	1.00000000
વ્યક્ત	કરી	1	1.00000000
વ્યક્તિગત	ઉષ્ણતા	1	1.00000000
વ્યવહારો	દર્શાવી	1	1.00000000
વ્યસ્ત	છે	1	1.00000000
વ્યાપક	તાલીમ	1	0.50000000
વ્યાપક	સર્મથન	1	0.50000000
શકાય	છે	1	1.00000000
શકે	.	1	0.16666667
શક્યત	જૂન	1	1.00000000
શક્યતા	છે	1	1.00000000
શબ્દો	,	1	1.00000000
શરૂ	થશે	1	0.33333333
શહેર	જિલ્લામાં	1	0.50000000
શહેર	ભથ્થું	1	0.50000000
શહેરમાં	ભારે	1	1.00000000
શામળાજી	બોર્ડર	1	1.00000000
શાસ્ત્રોમાં	ધનતેરસ	1	1.00000000
શીખ્યા	સાથે	1	1.00000000
શુ	ગુટર	1	0.50000000
શુ	પડી	1	0.50000000
શું	અમિતાભ	1	1.00000000
શુભ	ના	1	0.50000000
શુભ	યોગ	1	0.50000000
સંકેત	સામે	1	1.00000000
સંપત્તિ	પાછા	1	1.00000000
સંબંધિત	છે	1	1.00000000
સંમત	,	1	1.00000000
સંશોધન	સંસ્થા	1	1.00000000
સંસદમાં	ઉઠ્યો	1	1.00000000
સંસ્થા	વર્લ્ડ	1	1.00000000
સગર્ભા	સ્ત્રીઓ	1	1.00000000
સગર્ભાવસ્થામાં	ઠંડીથી	1	1.00000000
સજા	કરવામાં	1	1.00000000
સજ્જન	તેમને	1	0.50000000
સજ્જન	શીખ્યા	1	0.50000000
સત્તાધીશો	અને	1	1.00000000
સત્ય	દર્શાવવામાં	1	1.00000000
સદ્ગતનું	ટેલીફોનીક	1	1.00000000
સપોર્ટથી	સ્થિતિ	1	1.00000000
સપ્લાઈ	થાય	1	1.00000000
સપ્લાયરની	યોજના	1	1.00000000
સભ્યોએ	ભાજપ	1	1.00000000
સમગ્ર	શહેરમાં	1	1.00000000
સમજશક્તિ	,	1	1.00000000
સમજાવેલું	છે	1	1.00000000
સમય	શુભ	1	1.00000000
સમયમાં	તઘલખી	1	1.00000000
સમૃદ્ધ	હતા	1	1.00000000
સરકાર	પર	1	0.50000000
સરકાર	વિકાસના	1	0.50000000
સરકારની	વેરાકીય	1	1.00000000
સરકારમાં	જમા	1	1.00000000
સરદાર	પટેલ	1	1.00000000
સરળતાથી	જોઈ	1	1.00000000
સરેરાશ	પગાર	1	1.00000000
સર્જાવાની	શક્યતા	1	1.00000000
સર્મથન	મળ્યુ	1	1.00000000
સવાલો	પત્રિકાના	1	1.00000000
સહીત	અનેક	1	1.00000000
સાંચોર	તેમજ	1	1.00000000
સાંજે	ચા	1	0.50000000
સાંજે	૪	1	0.50000000
સાંભળો	છો	1	1.00000000
સાંસદ	અહેમદ	1	1.00000000
સાગબારા	વિસ્તારના	1	1.00000000
સાચી	હકીકત	1	1.00000000
સાથે	ઘર	1	0.12500000
સાથે	પાસે	1	0.12500000
સાથે	ભાગી	1	0.12500000
સાથે	મળી	1	0.12500000
સાથે	રહેવા	1	0.12500000
સાથે	વધુ	1	0.12500000
સાથે	સ્વતંત્ર	1	0.12500000
સાથે	હરાવ્યું	1	0.12500000
સામે	જનતાએ	1	0.50000000
સામે	ટ્વિટર	1	0.50000000
સારવાર	.	1	1.00000000
સારા	જૂના	1	1.00000000
સારી	રીતે	1	1.00000000
સારું	પ્રદર્શન	1	0.50000000
સારું	બદલો	1	0.50000000
સારો	ભાવ	1	0.50000000
સારો	હતો	1	0.50000000
સિંધિયાની	જન	1	1.00000000
સિન્ડ્રોમ	જોવા	1	1.00000000
સિવાય	જે	1	1.00000000
સિસ્ટમ	માટે	1	1.00000000
સીરિઝમાં	સત્ય	1	1.00000000
સુખદ	રહેશે	1	1.00000000
સુચના	અને	1	1.00000000
સુધી	આવ્યા	1	0.50000000
સુધી	તેઓ	1	0.50000000
સુધીની	સજા	1	1.00000000
સુધીમાં	૩.	1	1.00000000
સુનાવણી	,	1	1.00000000
સુનિલ	,	1	1.00000000
સુપર	મોડલ	1	1.00000000
સુભાષ	અગ્રવાલે	1	1.00000000
સેના	દ્વારા	1	1.00000000
સૌથી	વધુ	1	1.00000000
સ્ક્રિપ	થી	1	1.00000000
સ્ટેટિસ્ટિક્સ	અનુસાર	1	1.00000000
સ્ટેટ્સ	બ્યુરો	1	1.00000000
સ્ટેશનમાં	પ્રાણી	1	1.00000000
સ્ત્રીઓ	અને	1	1.00000000
સ્થાનીક	દેડીયાપાડા	1	1.00000000
સ્થાને	પહોંચી	1	1.00000000
સ્થાપિત	થયેલ	1	1.00000000
સ્થિતિ	સુખદ	1	1.00000000
સ્મિત	આપીને	1	1.00000000
સ્વતંત્ર	,	1	0.50000000
સ્વતંત્ર	યોજના	1	0.50000000
સ્વતંત્રતા	લખી	1	1.00000000
સ્વવેન	માટે	1	1.00000000
સ્વવેના	મુદ્રામાં	1	1.00000000
સ્વાગત	કરીએ	1	1.00000000
હકીકત	જણાશે	1	1.00000000
હતા	અને	1	0.16666667
હતાં	જ્યાં	1	1.00000000
હતી	અને	1	0.20000000
હતી	કે	1	0.20000000
હતી	ને	1	0.20000000
હતુ	,	1	0.50000000
હતુ	.	1	0.50000000
હતું	જ્યારે	1	0.12500000
હતો	,	1	0.12500000
હતો	જેના	1	0.12500000
હતો	ને	1	0.12500000
હરસુખલાલ	નાથાલાલ	1	1.00000000
હરાવ્યું	અટકે	1	0.33333333
હરાવ્યું	શરૂ	1	0.33333333
હરાવ્યું	સુધી	1	0.33333333
હરીશભાઇ	માવાણીએ	1	1.00000000
હશે	.	1	1.00000000
હાઈકોર્ટના	નિર્દેશોના	1	1.00000000
હાજર	રહ્યા	1	1.00000000
હાર	પર	1	1.00000000
હાર્ટ	ઇન્સ્ટીટયૂટનું	1	1.00000000
હાલ	સમગ્ર	1	1.00000000
હાલોલ	,	1	1.00000000
હિંમતનગર	,	1	1.00000000
હીટ	એક્સચેન્જો	1	0.50000000
હીટ	એક્સ્ચેન્જર	1	0.50000000
હીટિંગ	સિસ્ટમ	1	1.00000000
હીરેશનભાઇ	,	1	1.00000000
હું	ઇચ્છતી	1	1.00000000
હેઠળ	પોલીસની	1	1.00000000
હોઈ	શકે	1	1.00000000
હોટ	વોટર	1	1.00000000
હોતુ	હતું	1	1.00000000
હોય	છે	1	1.00000000
હોવાથી	ટાળી	1	1.00000000
હોસ્પિટલ	એન્ડ	1	1.00000000
હોસ્પિટલની	તકતીનું	1	1.00000000
હોસ્પિટલનું	અવલોકન	1	1.00000000
૧.	૯૭	1	1.00000000
૧૦.	૪૨	1	1.00000000
૧૫.	૬૦	1	1.00000000
૨૦૨૨	સુધીમાં	1	1.00000000
૩	જેટલી	1	0.50000000
૩	ના	1	0.50000000
૩.	૩૦	1	1.00000000
૩૦	લાખ	1	1.00000000
૪	થી	1	1.00000000
૪૨	કરોડની	1	1.00000000
૪૫	કરોડની	1	1.00000000
૬	રાખેલ	1	1.00000000
૬૦	કરોડના	1	1.00000000
૭	થી	1	0.50000000
૭	પ	1	0.50000000
૮	કરોડ	1	1.00000000
૮.	૪૫	1	1.00000000
૯૭	કરોડોનો	1	1.00000000
