w1	w2	count	mle_p	add1_p	add0.5_p	token_type_score
તેમજ	જીલ્લા	1	0.16666667	0.00221484	0.00330033	6.0000
તેમજ	ઝાલોદના	1	0.16666667	0.00221484	0.00330033	7.0000
તેમજ	તેમની	1	0.16666667	0.00221484	0.00330033	6.0000
તેમજ	ત્રણ	1	0.16666667	0.00221484	0.00330033	5.0000
તેમજ	પાલનપુર	1	0.16666667	0.00221484	0.00330033	7.0000
તેમણે	કહ્યું	1	0.16666667	0.00221484	0.00330033	7.0000
તેમણે	કુલ	1	0.16666667	0.00221484	0.00330033	4.0000
તેમણે	તે	1	0.16666667	0.00221484	0.00330033	3.0000
તેમણે	તેમને	1	0.16666667	0.00221484	0.00330033	5.0000
તેમણે	વચન	1	0.16666667	0.00221484	0.00330033	4.0000
તેમણે	સરદાર	1	0.16666667	0.00221484	0.00330033	5.0000
તેમના	વજન	1	1.00000000	0.00222717	0.00333704	4.0000
તેમની	ટીમોએ	1	0.33333333	0.00222222	0.00332226	6.0000
તેમને	જણાવ્યું	1	0.50000000	0.00222469	0.00332963	9.0000
તેમને	મુલાકાત	1	0.50000000	0.00222469	0.00332963	7.0000
તેમાં	એ	1	1.00000000	0.00222717	0.00333704	2.0000
તેવાં	પ્રાણીઓનાં	1	1.00000000	0.00222717	0.00333704	10.0000
તો	તમાશો	1	0.33333333	0.00222222	0.00332226	6.0000
તો	પછી	1	0.33333333	0.00222222	0.00332226	4.0000
તો	સાચી	1	0.33333333	0.00222222	0.00332226	5.0000
ત્યાં	ઉતારવામાં	1	0.50000000	0.00222469	0.00332963	8.0000
ત્યાં	તેને	1	0.50000000	0.00222469	0.00332963	4.0000
ત્યારબાદ	હોસ્પિટલનું	1	1.00000000	0.00222717	0.00333704	12.0000
ત્યારે	બીજી	1	1.00000000	0.00222717	0.00333704	4.0000
ત્રણ	દિવસ	1	0.33333333	0.00222222	0.00332226	5.0000
ત્રણ	રાજ્યોમાં	1	0.33333333	0.00222222	0.00332226	9.0000
ત્રણ	વર્ષ	1	0.33333333	0.00222222	0.00332226	5.0000
ત્રિપુરા	,	1	1.00000000	0.00222717	0.00333704	2.0000
થઇ	ગયો	1	1.00000000	0.00222717	0.00333704	4.0000
થઈ	ગઈ	1	0.25000000	0.00221976	0.00331492	3.0000
થઈ	મહેસાણામાં	1	0.25000000	0.00221976	0.00331492	8.0000
થઈ	શકે	1	0.25000000	0.00221976	0.00331492	4.0000
થઈ	હિંમતનગર	1	0.25000000	0.00221976	0.00331492	9.0000
થયેલ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
થવા	લાગે	1	1.00000000	0.00222717	0.00333704	5.0000
થવાનો	છે	1	1.00000000	0.00222717	0.00333704	3.0000
થાય	છે	1	0.50000000	0.00222469	0.00332963	3.0000
થાય	તો	1	0.50000000	0.00222469	0.00332963	3.0000
થી	83,000	1	0.25000000	0.00221976	0.00331492	5.0000
થી	ફેલો	1	0.25000000	0.00221976	0.00331492	5.0000
થી	૬	1	0.25000000	0.00221976	0.00331492	2.0000
થી	૮	1	0.25000000	0.00221976	0.00331492	2.0000
દબાણના	ડ્રોપની	1	1.00000000	0.00222717	0.00333704	8.0000
દરમિયાન	...	1	0.50000000	0.00222469	0.00332963	2.0000
દરમિયાન	ઈન્દોરના	1	0.50000000	0.00222469	0.00332963	8.0000
દરોમાં	પરિણમી	1	1.00000000	0.00222717	0.00333704	7.0000
દર્દીઓમાં	આ	1	1.00000000	0.00222717	0.00333704	2.0000
દર્શાવવામાં	આવે	1	1.00000000	0.00222717	0.00333704	4.0000
દર્શાવી	અન્ય	1	1.00000000	0.00222717	0.00333704	5.0000
દર્શાવેલ	ખરીદીઓનાં	1	1.00000000	0.00222717	0.00333704	9.0000
દાન	કરવાનું	1	1.00000000	0.00222717	0.00333704	8.0000
દારૃ	સપ્લાઈ	1	1.00000000	0.00222717	0.00333704	7.0000
દારૃનો	મોટાપાયે	1	0.33333333	0.00222222	0.00332226	8.0000
દિલીપ	અને	1	1.00000000	0.00222717	0.00333704	4.0000
દિવસ	પહેલા	1	0.50000000	0.00222469	0.00332963	6.0000
દિવસ	વિતાવવો	1	0.50000000	0.00222469	0.00332963	6.0000
દીઠ	23.	1	1.00000000	0.00222717	0.00333704	4.0000
દુકાન	બંધ	1	1.00000000	0.00222717	0.00333704	4.0000
દેખાવા	લાગે	1	1.00000000	0.00222717	0.00333704	5.0000
દેડીયાપાડા	પોલીસ	1	1.00000000	0.00222717	0.00333704	6.0000
દેવી	યોગ્ય	1	1.00000000	0.00222717	0.00333704	5.0000
દેશના	ઝડપથી	1	1.00000000	0.00222717	0.00333704	6.0000
દ્રશ્ય	તપાસકર્તાઓ	1	1.00000000	0.00222717	0.00333704	9.0000
દ્રષ્ટિ	વ્યાપક	1	1.00000000	0.00222717	0.00333704	7.0000
દ્વારા	પ્રથમ	1	0.25000000	0.00221976	0.00331492	6.0000
દ્વારા	બંધનુ	1	0.25000000	0.00221976	0.00331492	6.0000
દ્વારા	બાતમીદારોનો	1	0.25000000	0.00221976	0.00331492	10.0000
દ્વારા	મોટાપાયે	1	0.25000000	0.00221976	0.00331492	8.0000
ધન	ખરીદવાનું	1	1.00000000	0.00222717	0.00333704	10.0000
ધનતેરસ	વિશે	1	1.00000000	0.00222717	0.00333704	5.0000
ધરાવતા	તરુણો	1	1.00000000	0.00222717	0.00333704	6.0000
ધારાસભ્ય	પી	1	1.00000000	0.00222717	0.00333704	3.0000
ધુસી	જતા	1	1.00000000	0.00222717	0.00333704	4.0000
ધ્યાનમાં	રાખીને	1	1.00000000	0.00222717	0.00333704	7.0000
નજીક	ગાડી	1	0.50000000	0.00222469	0.00332963	5.0000
નજીક	વેગનઆર	1	0.50000000	0.00222469	0.00332963	7.0000
નડિયાદ	અને	1	1.00000000	0.00222717	0.00333704	4.0000
નથી	.	1	1.00000000	0.00222717	0.00333704	2.0000
નમૂનારૂપ	ઉત્તર	1	1.00000000	0.00222717	0.00333704	5.0000
નર્મદા	જીલ્લા	1	0.33333333	0.00222222	0.00332226	6.0000
નર્મદા	જીલ્લાના	1	0.33333333	0.00222222	0.00332226	7.0000
નર્મદા	ડી	1	0.33333333	0.00222222	0.00332226	3.0000
નવી	કાર	1	0.50000000	0.00222469	0.00332963	4.0000
નવી	તકો	1	0.50000000	0.00222469	0.00332963	4.0000
નવો	અને	1	1.00000000	0.00222717	0.00333704	4.0000
નહીં	.	1	0.33333333	0.00222222	0.00332226	2.0000
નહીં	કરી	1	0.33333333	0.00222222	0.00332226	4.0000
નહીં	કરે	1	0.33333333	0.00222222	0.00332226	4.0000
ના	પિતાશ્રીનું	1	0.20000000	0.00221729	0.00330761	12.0000
ના	પી	1	0.20000000	0.00221729	0.00330761	3.0000
ના	હોવાથી	1	0.20000000	0.00221729	0.00330761	7.0000
નાગડાવાસ	નજીક	1	1.00000000	0.00222717	0.00333704	5.0000
નાગાલેન્ડ	અને	1	1.00000000	0.00222717	0.00333704	4.0000
નાથાલાલ	આશરા	1	1.00000000	0.00222717	0.00333704	5.0000
નામ	જણાવો	1	1.00000000	0.00222717	0.00333704	6.0000
નામે	રૂા	1	1.00000000	0.00222717	0.00333704	4.0000
નિર્ણય	કોરોના	1	1.00000000	0.00222717	0.00333704	6.0000
નિર્ણયો	સામે	1	1.00000000	0.00222717	0.00333704	5.0000
નિર્દેશોના	પગલે	1	1.00000000	0.00222717	0.00333704	5.0000
નિવૃત	જીઇબી	1	1.00000000	0.00222717	0.00333704	5.0000
નિવેદન	આપે	1	1.00000000	0.00222717	0.00333704	4.0000
નિષ્ફળતા	ભારે	1	1.00000000	0.00222717	0.00333704	5.0000
ની	જમીન	1	1.00000000	0.00222717	0.00333704	5.0000
નું	કામ	1	1.00000000	0.00222717	0.00333704	4.0000
નુકશાન	પહોંચાડેલ	1	1.00000000	0.00222717	0.00333704	10.0000
ને	ગુસ્સો	1	0.16666667	0.00221484	0.00330033	6.0000
ને	૭	1	0.16666667	0.00221484	0.00330033	2.0000
નેતાઓ	તો	1	1.00000000	0.00222717	0.00333704	3.0000
નેતાઓને	કરતા	1	1.00000000	0.00222717	0.00333704	5.0000
નો	ફોલ્ટ	1	1.00000000	0.00222717	0.00333704	6.0000
નોંધવામાં	આવ્યો	1	1.00000000	0.00222717	0.00333704	6.0000
પ	નિવૃત	1	1.00000000	0.00222717	0.00333704	6.0000
પંખીડાએ	આપઘાત	1	1.00000000	0.00222717	0.00333704	6.0000
પંપનું	જૂથ	1	1.00000000	0.00222717	0.00333704	4.0000
પકડવા	માટે	1	1.00000000	0.00222717	0.00333704	5.0000
પક્ષના	પાલિકા	1	1.00000000	0.00222717	0.00333704	6.0000
પગલે	આ	1	0.50000000	0.00222469	0.00332963	2.0000
પગલે	આખરે	1	0.50000000	0.00222469	0.00332963	5.0000
પગાર	.	1	0.50000000	0.00222469	0.00332963	2.0000
પગાર	55,040	1	0.50000000	0.00222469	0.00332963	5.0000
પછી	કલ્પેશ	1	0.25000000	0.00221976	0.00331492	7.0000
પછી	ખેડૂતો	1	0.25000000	0.00221976	0.00331492	7.0000
પછી	ટેક્સ	1	0.25000000	0.00221976	0.00331492	6.0000
પછી	સ્ક્રિપ	1	0.25000000	0.00221976	0.00331492	7.0000
પટેલ	હાજર	1	0.50000000	0.00222469	0.00332963	5.0000
પટેલ	હોસ્પિટલ	1	0.50000000	0.00222469	0.00332963	9.0000
પડશે	,	1	1.00000000	0.00222717	0.00333704	2.0000
પડી	.	1	1.00000000	0.00222717	0.00333704	2.0000
પણ	અનાવરણ	1	0.14285714	0.00221239	0.00329308	7.0000
પણ	અપાયુ	1	0.14285714	0.00221239	0.00329308	6.0000
પણ	ઉપયોગ	1	0.14285714	0.00221239	0.00329308	6.0000
પણ	તેનાં	1	0.14285714	0.00221239	0.00329308	6.0000
પણ	વધારો	1	0.14285714	0.00221239	0.00329308	6.0000
પણ	સમજાવેલું	1	0.14285714	0.00221239	0.00329308	10.0000
પણ	હું	1	0.14285714	0.00221239	0.00329308	4.0000
પત્ની	સાથે	1	1.00000000	0.00222717	0.00333704	5.0000
પત્રિકાના	માધ્યમથી	1	1.00000000	0.00222717	0.00333704	8.0000
પર	અનલોડ	1	0.20000000	0.00221729	0.00330761	6.0000
પર	આરોપ	1	0.20000000	0.00221729	0.00330761	5.0000
પર	ઉઘરાવેલ	1	0.20000000	0.00221729	0.00330761	8.0000
પર	કોંગ્રેસ	1	0.20000000	0.00221729	0.00330761	9.0000
પર	હોઈ	1	0.20000000	0.00221729	0.00330761	4.0000
પરત	કરવાનું	1	0.50000000	0.00222469	0.00332963	8.0000
પરત	ફર્યા	1	0.50000000	0.00222469	0.00332963	6.0000
પરથી	લીમડી	1	1.00000000	0.00222717	0.00333704	5.0000
પરિણમી	શકે	1	1.00000000	0.00222717	0.00333704	4.0000
પરિણીતાએ	પણ	1	1.00000000	0.00222717	0.00333704	3.0000
પર્સ	પરત	1	1.00000000	0.00222717	0.00333704	4.0000
પર્સન	પાસેથી	1	1.00000000	0.00222717	0.00333704	7.0000
પસંદ	કરો	1	1.00000000	0.00222717	0.00333704	4.0000
પહેલા	ઢાંઢણી	1	1.00000000	0.00222717	0.00333704	6.0000
પહેલાં	પહેલાંના	1	1.00000000	0.00222717	0.00333704	8.0000
પહેલાંના	વીમાનો	1	1.00000000	0.00222717	0.00333704	7.0000
પહોંચાડેલ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
પહોંચી	ગયું	1	1.00000000	0.00222717	0.00333704	5.0000
પહોંચ્યાં	હતાં	1	1.00000000	0.00222717	0.00333704	5.0000
પાંચ	વર્ષમાં	1	1.00000000	0.00222717	0.00333704	8.0000
પાછળ	ધુસી	1	1.00000000	0.00222717	0.00333704	5.0000
પાછા	આવ્યા	1	1.00000000	0.00222717	0.00333704	6.0000
પાડયો	હતો	1	1.00000000	0.00222717	0.00333704	4.0000
પાડવામાં	અને	1	0.50000000	0.00222469	0.00332963	4.0000
પાડવામાં	આવે	1	0.50000000	0.00222469	0.00332963	4.0000
પાડીશું	.	1	1.00000000	0.00222717	0.00333704	2.0000
પામી	રહેલા	1	1.00000000	0.00222717	0.00333704	6.0000
પામેલ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
પાલનપુર	થઈ	1	1.00000000	0.00222717	0.00333704	3.0000
પાલિકા	સભ્યોએ	1	1.00000000	0.00222717	0.00333704	7.0000
પાલિકાના	છેલ્લા	1	1.00000000	0.00222717	0.00333704	6.0000
પાસે	આવ્યા	1	1.00000000	0.00222717	0.00333704	6.0000
પાસેથી	દર્શાવેલ	1	1.00000000	0.00222717	0.00333704	9.0000
પિતાશ્રીનું	તા	1	1.00000000	0.00222717	0.00333704	3.0000
પી	મનોહરસિહ	1	0.25000000	0.00221976	0.00331492	8.0000
પી	મહેન્દ્	1	0.25000000	0.00221976	0.00331492	7.0000
પુખ્ત	વયના	1	1.00000000	0.00222717	0.00333704	5.0000
પુરાવા	આપવા	1	1.00000000	0.00222717	0.00333704	5.0000
પુરાવો	જોઈએ	1	1.00000000	0.00222717	0.00333704	5.0000
પુરું	પાડવામાં	1	1.00000000	0.00222717	0.00333704	7.0000
પુષ્પ	અર્પણ	1	1.00000000	0.00222717	0.00333704	6.0000
પૂજન	કરવું	1	1.00000000	0.00222717	0.00333704	6.0000
પૂરી	થઈ	1	0.50000000	0.00222469	0.00332963	3.0000
પૂરી	પાડવામાં	1	0.50000000	0.00222469	0.00332963	7.0000
પેટના	પ્રદેશમાં	1	1.00000000	0.00222717	0.00333704	10.0000
પેટની	વિસ્તારમાં	1	1.00000000	0.00222717	0.00333704	10.0000
પેરેન્ટ્સે	આપને	1	1.00000000	0.00222717	0.00333704	5.0000
પૉલિસી	લખશે	1	1.00000000	0.00222717	0.00333704	5.0000
પોતાના	આ	1	1.00000000	0.00222717	0.00333704	2.0000
પોતાની	દુકાન	1	0.50000000	0.00222469	0.00332963	6.0000
પોતાની	સ્વતંત્રતા	1	0.50000000	0.00222469	0.00332963	8.0000
પોર્ટ	ટ્રસ્ટ	1	1.00000000	0.00222717	0.00333704	5.0000
પોલીસ	તેમજ	1	0.50000000	0.00222469	0.00332963	5.0000
પોલીસ	સ્ટેશનમાં	1	0.50000000	0.00222469	0.00332963	10.0000
પોલીસની	૩	1	1.00000000	0.00222717	0.00333704	2.0000
પોલીસે	સ્થાનીક	1	1.00000000	0.00222717	0.00333704	8.0000
પોેલીસ	દ્વારા	1	1.00000000	0.00222717	0.00333704	6.0000
પ્રકાર	હીટ	1	1.00000000	0.00222717	0.00333704	4.0000
પ્રકાશ	પાડીશું	1	1.00000000	0.00222717	0.00333704	8.0000
પ્રકાશનનો	દિવસ	1	1.00000000	0.00222717	0.00333704	5.0000
પ્રણવ	મુખરજીએ	1	1.00000000	0.00222717	0.00333704	8.0000
પ્રતિક્રિયા	આપવામાં	1	1.00000000	0.00222717	0.00333704	7.0000
પ્રતિબદ્ધ	છીએ	1	1.00000000	0.00222717	0.00333704	4.0000
પ્રતિમાનું	પણ	1	1.00000000	0.00222717	0.00333704	3.0000
પ્રતિમાને	પુષ્પ	1	1.00000000	0.00222717	0.00333704	5.0000
પ્રથમ	પ્રતિક્રિયા	1	1.00000000	0.00222717	0.00333704	9.0000
પ્રદર્શન	નહીં	1	1.00000000	0.00222717	0.00333704	5.0000
પ્રદાતાઓ	તમને	1	1.00000000	0.00222717	0.00333704	5.0000
પ્રદેશમાં	લગભગ	1	0.50000000	0.00222469	0.00332963	4.0000
પ્રદેશમાં	વજન	1	0.50000000	0.00222469	0.00332963	4.0000
પ્રસંગે	ગુજરાતના	1	1.00000000	0.00222717	0.00333704	8.0000
પ્રસન્ન	હતો	1	1.00000000	0.00222717	0.00333704	4.0000
પ્રાણી	ક્રૂરતાનો	1	1.00000000	0.00222717	0.00333704	9.0000
પ્રાણીઓનાં	નામ	1	1.00000000	0.00222717	0.00333704	4.0000
પ્રેમી	પંખીડાએ	1	0.50000000	0.00222469	0.00332963	8.0000
પ્રેમી	સાથે	1	0.50000000	0.00222469	0.00332963	5.0000
પ્રોવિડન્ટ	ફંડ	1	1.00000000	0.00222717	0.00333704	4.0000
પ્લેટ	પ્રકાર	1	0.50000000	0.00222469	0.00332963	6.0000
પ્લેટ	હીટ	1	0.50000000	0.00222469	0.00332963	4.0000
ફંડ	અને	1	1.00000000	0.00222717	0.00333704	4.0000
ફરાર	થઇ	1	1.00000000	0.00222717	0.00333704	3.0000
ફરી	વખત	1	1.00000000	0.00222717	0.00333704	4.0000
ફરીથી	જીતીવા	1	1.00000000	0.00222717	0.00333704	6.0000
ફર્યા	હતા	1	1.00000000	0.00222717	0.00333704	4.0000
ફિલ્મમાં	કામ	1	1.00000000	0.00222717	0.00333704	4.0000
ફિલ્મો	લગભગ	1	1.00000000	0.00222717	0.00333704	4.0000
ફેલો	સ્થાને	1	1.00000000	0.00222717	0.00333704	7.0000
ફોલ્ટ	વીમા	1	1.00000000	0.00222717	0.00333704	5.0000
બંધ	કરીને	1	0.50000000	0.00222469	0.00332963	6.0000
બંધ	છે	1	0.50000000	0.00222469	0.00332963	3.0000
બંધનુ	એલાન	1	1.00000000	0.00222717	0.00333704	5.0000
બંને	પ્રેમી	1	1.00000000	0.00222717	0.00333704	7.0000
બગાડીયાની	સુચના	1	1.00000000	0.00222717	0.00333704	6.0000
બચ્ચના	ટ્વિટર	1	1.00000000	0.00222717	0.00333704	6.0000
બદલામાં	,	1	1.00000000	0.00222717	0.00333704	2.0000
બદલો	લેવા	1	1.00000000	0.00222717	0.00333704	5.0000
બધી	ફિલ્મો	1	1.00000000	0.00222717	0.00333704	7.0000
બનાવી	હતી	1	1.00000000	0.00222717	0.00333704	4.0000
બની	રહ્યો	1	1.00000000	0.00222717	0.00333704	6.0000
બાતમીદારોનો	પણ	1	1.00000000	0.00222717	0.00333704	3.0000
બાબતે	એમણે	1	1.00000000	0.00222717	0.00333704	5.0000
બાળ	કેદીઓને	1	1.00000000	0.00222717	0.00333704	7.0000
બાળકો	અને	1	0.50000000	0.00222469	0.00332963	4.0000
બાળકો	બંધ	1	0.50000000	0.00222469	0.00332963	4.0000
બાળગૃહમાંથી	મુકત	1	1.00000000	0.00222717	0.00333704	5.0000
બાળગૃહોમાં	લગભગ	1	1.00000000	0.00222717	0.00333704	4.0000
બિંદુ	આઇટીપી	1	1.00000000	0.00222717	0.00333704	6.0000
બિચ્છુવાડાથી	શામળાજી	1	1.00000000	0.00222717	0.00333704	7.0000
બિલીંગના	વ્યવહારો	1	1.00000000	0.00222717	0.00333704	8.0000
બીજા	લોકોથી	1	1.00000000	0.00222717	0.00333704	6.0000
બીજી	તરફ	1	1.00000000	0.00222717	0.00333704	4.0000
બૂટલેગર	સુનિલ	1	1.00000000	0.00222717	0.00333704	6.0000
બૂટલેગરો	વિદેશી	1	1.00000000	0.00222717	0.00333704	7.0000
બે	તબક્કા	1	0.33333333	0.00222222	0.00332226	6.0000
બે	પ્લેટ	1	0.33333333	0.00222222	0.00332226	6.0000
બે	યુવાન	1	0.33333333	0.00222222	0.00332226	6.0000
બેગ	લીધો	1	1.00000000	0.00222717	0.00333704	5.0000
બેસણુ	તા	1	1.00000000	0.00222717	0.00333704	3.0000
બોગસ	બિલીંગના	1	1.00000000	0.00222717	0.00333704	9.0000
બોર્ડર	થઈ	1	1.00000000	0.00222717	0.00333704	3.0000
બ્યુરો	ઓફ	1	1.00000000	0.00222717	0.00333704	3.0000
ભયને	ધ્યાનમાં	1	1.00000000	0.00222717	0.00333704	8.0000
ભરપાઈ	કરવા	1	1.00000000	0.00222717	0.00333704	5.0000
ભરવાડ	તેમજ	1	1.00000000	0.00222717	0.00333704	5.0000
ભરૂચથી	રાષ્ટ્રપતિ	1	1.00000000	0.00222717	0.00333704	9.0000
ભાગી	જઈ	1	1.00000000	0.00222717	0.00333704	3.0000
ભાજપ	સાથે	1	1.00000000	0.00222717	0.00333704	5.0000
ભાજપના	કાર્યકરોએ	1	1.00000000	0.00222717	0.00333704	8.0000
ભારે	ચકચાર	1	0.33333333	0.00222222	0.00332226	5.0000
ભારે	રોષ	1	0.33333333	0.00222222	0.00332226	4.0000
ભારે	વીમા	1	0.33333333	0.00222222	0.00332226	5.0000
ભાવ	આપીશ	1	1.00000000	0.00222717	0.00333704	5.0000
ભીલીસ્તાન	ટાઇગર	1	1.00000000	0.00222717	0.00333704	6.0000
ભેટ	આપી	1	1.00000000	0.00222717	0.00333704	4.0000
મંત્રી	જ્યોતિરાદિત્ય	1	1.00000000	0.00222717	0.00333704	10.0000
મચી	ગઇ	1	1.00000000	0.00222717	0.00333704	3.0000
મચ્યો	છે	1	1.00000000	0.00222717	0.00333704	3.0000
મજા	હશે	1	1.00000000	0.00222717	0.00333704	4.0000
મન	અને	1	1.00000000	0.00222717	0.00333704	4.0000
મનોહરસિહ	જાડેજાના	1	1.00000000	0.00222717	0.00333704	6.0000
મર્યાદા	લઇ	1	1.00000000	0.00222717	0.00333704	3.0000
મળી	રહેશે	1	0.50000000	0.00222469	0.00332963	5.0000
મળી	શુ	1	0.50000000	0.00222469	0.00332963	3.0000
મળે	છે	1	1.00000000	0.00222717	0.00333704	3.0000
મળેલ	હાર	1	1.00000000	0.00222717	0.00333704	4.0000
મળ્યુ	હતુ	1	1.00000000	0.00222717	0.00333704	4.0000
મળ્યો	હતો	1	1.00000000	0.00222717	0.00333704	4.0000
મહત્ત્વ	પણ	1	1.00000000	0.00222717	0.00333704	3.0000
મહારાષ્ટ્રથી	ઝડપી	1	1.00000000	0.00222717	0.00333704	5.0000
મહિનામાં	શરૂ	1	1.00000000	0.00222717	0.00333704	4.0000
મહિલા	વર્ગના	1	1.00000000	0.00222717	0.00333704	7.0000
મહિલાને	કે	1	1.00000000	0.00222717	0.00333704	3.0000
મહિસાગર	,	1	1.00000000	0.00222717	0.00333704	2.0000
મહેન્દ્	બગાડીયાની	1	1.00000000	0.00222717	0.00333704	8.0000
મહેસાણામાં	રીટા	1	1.00000000	0.00222717	0.00333704	5.0000
માં	અપરાધ	1	1.00000000	0.00222717	0.00333704	6.0000
માગણી	...	1	1.00000000	0.00222717	0.00333704	2.0000
માગતા	હતા	1	1.00000000	0.00222717	0.00333704	4.0000
માટે	ઉપયોગી	1	0.05555556	0.00218579	0.00321543	7.0000
માટે	ઊંચા	1	0.05555556	0.00218579	0.00321543	5.0000
માટે	એક	1	0.05555556	0.00218579	0.00321543	3.0000
માટે	કરોડો	1	0.05555556	0.00218579	0.00321543	5.0000
માટે	નિષ્ફળતા	1	0.05555556	0.00218579	0.00321543	9.0000
માટે	પોેલીસ	1	0.05555556	0.00218579	0.00321543	7.0000
માટે	પ્રકાશનનો	1	0.05555556	0.00218579	0.00321543	9.0000
માટે	પ્રતિબદ્ધ	1	0.05555556	0.00218579	0.00321543	9.0000
માટે	પ્રસન્ન	1	0.05555556	0.00218579	0.00321543	6.0000
માટે	રચાયેલ	1	0.05555556	0.00218579	0.00321543	7.0000
માટે	રાહ	1	0.05555556	0.00218579	0.00321543	4.0000
માટે	વિવાહનો	1	0.05555556	0.00218579	0.00321543	7.0000
માટે	સમય	1	0.05555556	0.00218579	0.00321543	4.0000
માટેનો	સરેરાશ	1	1.00000000	0.00222717	0.00333704	6.0000
માણસ	ખવડાવી	1	0.25000000	0.00221976	0.00331492	6.0000
માણસ	તેના	1	0.25000000	0.00221976	0.00331492	5.0000
માણસ	તેની	1	0.25000000	0.00221976	0.00331492	5.0000
માણસ	સાથે	1	0.25000000	0.00221976	0.00331492	5.0000
માત્ર	સુપર	1	1.00000000	0.00222717	0.00333704	5.0000
માધ્યમથી	સત્તાધીશો	1	1.00000000	0.00222717	0.00333704	9.0000
મામલો	સંસદમાં	1	1.00000000	0.00222717	0.00333704	6.0000
માર્ગદર્શન	હેઠળ	1	1.00000000	0.00222717	0.00333704	5.0000
માવાણીએ	ચાર્મી	1	1.00000000	0.00222717	0.00333704	7.0000
મિલનભાઇ	હરીશભાઇ	1	1.00000000	0.00222717	0.00333704	8.0000
મિશિગનના	નો	1	1.00000000	0.00222717	0.00333704	3.0000
મુકત	કરવામાં	1	1.00000000	0.00222717	0.00333704	7.0000
મુક્ત	કરવાની	1	0.50000000	0.00222469	0.00332963	7.0000
મુક્ત	કરવામાં	1	0.50000000	0.00222469	0.00332963	7.0000
મુખરજીએ	હોસ્પિટલની	1	1.00000000	0.00222717	0.00333704	11.0000
મુજબ	કરવામાં	1	1.00000000	0.00222717	0.00333704	7.0000
મુદ્દે	ભીલીસ્તાન	1	1.00000000	0.00222717	0.00333704	9.0000
મુદ્રામાં	તે	1	1.00000000	0.00222717	0.00333704	3.0000
મુલાકાત	છે	1	1.00000000	0.00222717	0.00333704	3.0000
મુશ્કેલ	હોતુ	1	1.00000000	0.00222717	0.00333704	5.0000
મુસાફરી	ભથ્થું	1	1.00000000	0.00222717	0.00333704	6.0000
