w1	w2	count	mle_p	add1_p	add0.5_p	token_type_score
મેઘાલયમાં	લોકોના	1	1.00000000	0.00222717	0.00333704	6.0000
મેદસ્વી	લોકો	1	1.00000000	0.00222717	0.00333704	4.0000
મેમરી	,	1	1.00000000	0.00222717	0.00333704	2.0000
મોટાપાયે	જથ્થો	1	0.50000000	0.00222469	0.00332963	5.0000
મોટાપાયે	દારૃનો	1	0.50000000	0.00222469	0.00332963	7.0000
મોડલ	સિવાય	1	1.00000000	0.00222717	0.00333704	6.0000
મોત	આ	1	1.00000000	0.00222717	0.00333704	2.0000
મોરબીના	નાગડાવાસ	1	1.00000000	0.00222717	0.00333704	7.0000
મોરારીબાપુએ	ગાંધીજીની	1	1.00000000	0.00222717	0.00333704	8.0000
યાત્રા	માટે	1	0.33333333	0.00222222	0.00332226	5.0000
યુઝર્સને	જતા	1	1.00000000	0.00222717	0.00333704	4.0000
યુનાઇટેડ	સ્ટેટ્સ	1	1.00000000	0.00222717	0.00333704	5.0000
યુવાન	અને	1	1.00000000	0.00222717	0.00333704	4.0000
યોગ	બની	1	1.00000000	0.00222717	0.00333704	4.0000
યોગ્ય	રહેશે	1	0.50000000	0.00222469	0.00332963	5.0000
યોગ્ય	શબ્દો	1	0.50000000	0.00222469	0.00332963	6.0000
યોજના	બે	1	0.50000000	0.00222469	0.00332963	3.0000
યોજના	મુજબ	1	0.50000000	0.00222469	0.00332963	5.0000
યોજનાકીય	કામની	1	1.00000000	0.00222717	0.00333704	6.0000
યોનિમાર્ગ	ખેંચે	1	1.00000000	0.00222717	0.00333704	5.0000
રચાયેલ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
રપ	ના	1	1.00000000	0.00222717	0.00333704	3.0000
રબારી	દ્વારા	1	1.00000000	0.00222717	0.00333704	6.0000
રમુજી	ઉખાણાઓ	1	1.00000000	0.00222717	0.00333704	6.0000
રર	૩	1	1.00000000	0.00222717	0.00333704	2.0000
રસપ્રદ	રહેશે	1	1.00000000	0.00222717	0.00333704	5.0000
રહેતા	હતા	1	1.00000000	0.00222717	0.00333704	4.0000
રહેલા	રિન્યૂએબલ	1	1.00000000	0.00222717	0.00333704	10.0000
રહેવા	શરૂ	1	1.00000000	0.00222717	0.00333704	4.0000
રહેશે	,	1	0.25000000	0.00221976	0.00331492	2.0000
રહેશે	કે	1	0.25000000	0.00221976	0.00331492	3.0000
રહ્યા	હતા	1	1.00000000	0.00222717	0.00333704	4.0000
રહ્યું	,	1	1.00000000	0.00222717	0.00333704	2.0000
રહ્યો	છે	1	1.00000000	0.00222717	0.00333704	3.0000
રાખીને	લીધો	1	1.00000000	0.00222717	0.00333704	5.0000
રાખેલ	છે	1	1.00000000	0.00222717	0.00333704	3.0000
રાજપીપળા	પાલિકાના	1	1.00000000	0.00222717	0.00333704	7.0000
રાજસ્થાનના	બિચ્છુવાડાથી	1	1.00000000	0.00222717	0.00333704	12.0000
રાજ્ય	લઘુતમ	1	1.00000000	0.00222717	0.00333704	6.0000
રાજ્યના	બાળગૃહોમાં	1	1.00000000	0.00222717	0.00333704	10.0000
રાજ્યપાલ	ઓપી	1	1.00000000	0.00222717	0.00333704	4.0000
રાજ્યસભાના	સાંસદ	1	1.00000000	0.00222717	0.00333704	5.0000
રાજ્યોમાં	મળેલ	1	1.00000000	0.00222717	0.00333704	5.0000
રાષ્ટ્રપતિ	અંકલેશ્વર	1	1.00000000	0.00222717	0.00333704	10.0000
રાષ્ટ્રપતિએ	ગાંધીજીની	1	1.00000000	0.00222717	0.00333704	8.0000
રાહ	જોઈ	1	1.00000000	0.00222717	0.00333704	4.0000
રાહુલ	ગાંધી	1	1.00000000	0.00222717	0.00333704	6.0000
રિજેક્શનના	ભયના	1	1.00000000	0.00222717	0.00333704	5.0000
રિન્યૂએબલ	એનર્જી	1	1.00000000	0.00222717	0.00333704	7.0000
રિસર્ચ	ઇન્સ્ટિટયૂટ	1	1.00000000	0.00222717	0.00333704	9.0000
રીટા	અને	1	1.00000000	0.00222717	0.00333704	4.0000
રીતે	એક	1	0.33333333	0.00222222	0.00332226	3.0000
રીતે	પૂજન	1	0.33333333	0.00222222	0.00332226	5.0000
રીતે	રોકશે	1	0.33333333	0.00222222	0.00332226	6.0000
રૂપિયાની	ગ્રાન્ટ	1	1.00000000	0.00222717	0.00333704	7.0000
રૃપીયા	ચુકવ્યા	1	1.00000000	0.00222717	0.00333704	8.0000
રૃપીયાની	તુવેરો	1	1.00000000	0.00222717	0.00333704	7.0000
રોકશે	,	1	1.00000000	0.00222717	0.00333704	2.0000
રોજ	અવસાન	1	0.50000000	0.00222469	0.00332963	6.0000
રોજ	સાંજે	1	0.50000000	0.00222469	0.00332963	6.0000
રોજગારીની	તક	1	0.50000000	0.00222469	0.00332963	3.0000
રોજગારીની	નવી	1	0.50000000	0.00222469	0.00332963	4.0000
રોષ	ને	1	1.00000000	0.00222717	0.00333704	3.0000
લઇ	જવાની	1	0.50000000	0.00222469	0.00332963	6.0000
લઇ	શકે	1	0.50000000	0.00222469	0.00332963	4.0000
લઈને	ચિંતા	1	1.00000000	0.00222717	0.00333704	6.0000
લખશે	તે	1	1.00000000	0.00222717	0.00333704	3.0000
લખી	ન	1	1.00000000	0.00222717	0.00333704	2.0000
લગભગ	30,000	1	0.33333333	0.00222222	0.00332226	4.0000
લગભગ	359	1	0.33333333	0.00222222	0.00332226	4.0000
લગભગ	પૂરી	1	0.33333333	0.00222222	0.00332226	5.0000
લઘુતમ	મર્યાદા	1	1.00000000	0.00222717	0.00333704	7.0000
લાઇસન્સવાળા	ડ્રાઇવરોને	1	1.00000000	0.00222717	0.00333704	10.0000
લાખ	રોજગારીની	1	1.00000000	0.00222717	0.00333704	8.0000
લાગણી	ઉત્પન્ન	1	1.00000000	0.00222717	0.00333704	6.0000
લિધો	છે	1	1.00000000	0.00222717	0.00333704	3.0000
લીધો	,	1	0.50000000	0.00222469	0.00332963	2.0000
લીધો	છે	1	0.50000000	0.00222469	0.00332963	3.0000
લીમડી	તેમજ	1	1.00000000	0.00222717	0.00333704	5.0000
લેતાં	હાલ	1	1.00000000	0.00222717	0.00333704	4.0000
લેનારા	80	1	1.00000000	0.00222717	0.00333704	3.0000
લેબર	સ્ટેટિસ્ટિક્સ	1	1.00000000	0.00222717	0.00333704	7.0000
લેવા	માગતા	1	1.00000000	0.00222717	0.00333704	5.0000
લોકપ્રિય	કીફિર	1	1.00000000	0.00222717	0.00333704	6.0000
લોકાર્પણ	કર્યું	1	1.00000000	0.00222717	0.00333704	7.0000
લોકો	પેટની	1	0.33333333	0.00222222	0.00332226	6.0000
લોકો	માટે	1	0.33333333	0.00222222	0.00332226	5.0000
લોકો	સ્મિત	1	0.33333333	0.00222222	0.00332226	6.0000
લોકોથી	ક્યારેય	1	1.00000000	0.00222717	0.00333704	7.0000
લોકોના	જનાદેશનો	1	1.00000000	0.00222717	0.00333704	8.0000
લોકોનો	વિશ્વાસ	1	1.00000000	0.00222717	0.00333704	7.0000
લોડ	માટે	1	1.00000000	0.00222717	0.00333704	5.0000
વખત	.	1	0.50000000	0.00222469	0.00332963	2.0000
વખત	સાંભળો	1	0.50000000	0.00222469	0.00332963	7.0000
વગર	પોતાની	1	1.00000000	0.00222717	0.00333704	7.0000
વચન	આપ્યું	1	1.00000000	0.00222717	0.00333704	7.0000
વચ્ચેનો	પગાર	1	1.00000000	0.00222717	0.00333704	5.0000
વજન	આગળ	1	0.33333333	0.00222222	0.00332226	4.0000
વજન	ઘટાડવા	1	0.33333333	0.00222222	0.00332226	6.0000
વજન	લઇ	1	0.33333333	0.00222222	0.00332226	3.0000
વડોદરા	શહેર	1	1.00000000	0.00222717	0.00333704	5.0000
વધારવા	બાબતે	1	1.00000000	0.00222717	0.00333704	5.0000
વધારવાની	જરૂર	1	1.00000000	0.00222717	0.00333704	4.0000
વધારે	થશે	1	1.00000000	0.00222717	0.00333704	4.0000
વધારો	થવાનો	1	1.00000000	0.00222717	0.00333704	6.0000
વધુ	મજા	1	0.33333333	0.00222222	0.00332226	4.0000
વધુ	લોકપ્રિય	1	0.33333333	0.00222222	0.00332226	9.0000
વધુ	સારો	1	0.33333333	0.00222222	0.00332226	5.0000
વયના	લોકો	1	1.00000000	0.00222717	0.00333704	4.0000
વર્ગના	સપોર્ટથી	1	1.00000000	0.00222717	0.00333704	9.0000
વર્લ્ડ	રિસર્ચ	1	1.00000000	0.00222717	0.00333704	6.0000
વર્ષ	સુધીની	1	1.00000000	0.00222717	0.00333704	6.0000
વર્ષના	યોજનાકીય	1	1.00000000	0.00222717	0.00333704	8.0000
વર્ષમાં	૨૦૨૨	1	1.00000000	0.00222717	0.00333704	3.0000
વર્ષે	અમેરિકામાં	1	1.00000000	0.00222717	0.00333704	9.0000
વલણ	ધરાવતા	1	0.50000000	0.00222469	0.00332963	6.0000
વલણ	વ્યક્ત	1	0.50000000	0.00222469	0.00332963	6.0000
વસાવા	તમારા	1	1.00000000	0.00222717	0.00333704	5.0000
વસ્તુઓ	પરત	1	1.00000000	0.00222717	0.00333704	4.0000
વા	લેનારા	1	1.00000000	0.00222717	0.00333704	6.0000
વાતને	લઈને	1	1.00000000	0.00222717	0.00333704	5.0000
વાતો	ફરી	1	1.00000000	0.00222717	0.00333704	4.0000
વાય	એસ	1	1.00000000	0.00222717	0.00333704	3.0000
વાયરસના	ભયને	1	1.00000000	0.00222717	0.00333704	5.0000
વિકલ્પ	પસંદ	1	1.00000000	0.00222717	0.00333704	5.0000
વિકલ્પરૂપે	આ	1	1.00000000	0.00222717	0.00333704	2.0000
વિકાસના	કામો	1	1.00000000	0.00222717	0.00333704	5.0000
વિતાવવો	ઉપયોગી	1	1.00000000	0.00222717	0.00333704	7.0000
વિદેશી	દારૃનો	1	1.00000000	0.00222717	0.00333704	7.0000
વિનોદ	,	1	1.00000000	0.00222717	0.00333704	2.0000
વિપક્ષના	સરકાર	1	1.00000000	0.00222717	0.00333704	5.0000
વિરસિંહને	ત્યાં	1	1.00000000	0.00222717	0.00333704	6.0000
વિવાહનો	શુભ	1	1.00000000	0.00222717	0.00333704	4.0000
વિશે	ઘણીબધી	1	0.50000000	0.00222469	0.00332963	6.0000
વિશે	પ્રકાશ	1	0.50000000	0.00222469	0.00332963	7.0000
વિશ્વના	દ્રષ્ટિ	1	1.00000000	0.00222717	0.00333704	7.0000
વિશ્વાસ	ફરીથી	1	1.00000000	0.00222717	0.00333704	5.0000
વિસ્તારના	ગરીબ	1	1.00000000	0.00222717	0.00333704	5.0000
વિસ્તારમાં	તેમના	1	1.00000000	0.00222717	0.00333704	6.0000
વીણાએ	કહ્યુ	1	1.00000000	0.00222717	0.00333704	6.0000
વીમા	કાયદાઓએ	1	0.25000000	0.00221976	0.00331492	7.0000
વીમા	દરોમાં	1	0.25000000	0.00221976	0.00331492	7.0000
વીમા	પૉલિસી	1	0.25000000	0.00221976	0.00331492	7.0000
વીમા	પ્રદાતાઓ	1	0.25000000	0.00221976	0.00331492	8.0000
વીમાનો	પુરાવો	1	1.00000000	0.00222717	0.00333704	7.0000
વૃદ્ધ	મહિલાને	1	1.00000000	0.00222717	0.00333704	8.0000
વૃદ્ધિ	પામી	1	1.00000000	0.00222717	0.00333704	5.0000
વેગનઆર	કારમાં	1	1.00000000	0.00222717	0.00333704	6.0000
વેચાણો	પર	1	1.00000000	0.00222717	0.00333704	3.0000
વેધક	સવાલો	1	1.00000000	0.00222717	0.00333704	6.0000
વેપારીઓને	રૂા	1	1.00000000	0.00222717	0.00333704	4.0000
વેરા	વધારવા	1	1.00000000	0.00222717	0.00333704	5.0000
વેરાકીય	આવકને	1	1.00000000	0.00222717	0.00333704	6.0000
વેરાવળ	હરસુખલાલ	1	1.00000000	0.00222717	0.00333704	8.0000
વેરાશાખ	તબદીલ	1	1.00000000	0.00222717	0.00333704	6.0000
વેરો	સરકારમાં	1	1.00000000	0.00222717	0.00333704	7.0000
વૈશ્વિક	સંશોધન	1	1.00000000	0.00222717	0.00333704	7.0000
વોટર	સપ્લાયરની	1	1.00000000	0.00222717	0.00333704	10.0000
વ્યક્ત	કરી	1	1.00000000	0.00222717	0.00333704	4.0000
વ્યક્તિગત	ઉષ્ણતા	1	1.00000000	0.00222717	0.00333704	7.0000
વ્યવહારો	દર્શાવી	1	1.00000000	0.00222717	0.00333704	8.0000
વ્યસ્ત	છે	1	1.00000000	0.00222717	0.00333704	3.0000
વ્યાપક	તાલીમ	1	0.50000000	0.00222469	0.00332963	6.0000
વ્યાપક	સર્મથન	1	0.50000000	0.00222469	0.00332963	7.0000
શકાય	છે	1	1.00000000	0.00222717	0.00333704	3.0000
શકે	.	1	0.16666667	0.00221484	0.00330033	2.0000
શક્યત	જૂન	1	1.00000000	0.00222717	0.00333704	4.0000
શક્યતા	છે	1	1.00000000	0.00222717	0.00333704	3.0000
શબ્દો	,	1	1.00000000	0.00222717	0.00333704	2.0000
શરૂ	થશે	1	0.33333333	0.00222222	0.00332226	4.0000
શહેર	જિલ્લામાં	1	0.50000000	0.00222469	0.00332963	8.0000
શહેર	ભથ્થું	1	0.50000000	0.00222469	0.00332963	6.0000
શહેરમાં	ભારે	1	1.00000000	0.00222717	0.00333704	5.0000
શામળાજી	બોર્ડર	1	1.00000000	0.00222717	0.00333704	6.0000
શાસ્ત્રોમાં	ધનતેરસ	1	1.00000000	0.00222717	0.00333704	7.0000
શીખ્યા	સાથે	1	1.00000000	0.00222717	0.00333704	5.0000
શુ	ગુટર	1	0.50000000	0.00222469	0.00332963	5.0000
શુ	પડી	1	0.50000000	0.00222469	0.00332963	4.0000
શું	અમિતાભ	1	1.00000000	0.00222717	0.00333704	7.0000
શુભ	ના	1	0.50000000	0.00222469	0.00332963	3.0000
શુભ	યોગ	1	0.50000000	0.00222469	0.00332963	4.0000
સંકેત	સામે	1	1.00000000	0.00222717	0.00333704	5.0000
સંપત્તિ	પાછા	1	1.00000000	0.00222717	0.00333704	4.0000
સંબંધિત	છે	1	1.00000000	0.00222717	0.00333704	3.0000
સંમત	,	1	1.00000000	0.00222717	0.00333704	2.0000
સંશોધન	સંસ્થા	1	1.00000000	0.00222717	0.00333704	6.0000
સંસદમાં	ઉઠ્યો	1	1.00000000	0.00222717	0.00333704	6.0000
સંસ્થા	વર્લ્ડ	1	1.00000000	0.00222717	0.00333704	6.0000
સગર્ભા	સ્ત્રીઓ	1	1.00000000	0.00222717	0.00333704	7.0000
સગર્ભાવસ્થામાં	ઠંડીથી	1	1.00000000	0.00222717	0.00333704	6.0000
સજા	કરવામાં	1	1.00000000	0.00222717	0.00333704	7.0000
સજ્જન	તેમને	1	0.50000000	0.00222469	0.00332963	5.0000
સજ્જન	શીખ્યા	1	0.50000000	0.00222469	0.00332963	7.0000
સત્તાધીશો	અને	1	1.00000000	0.00222717	0.00333704	4.0000
સત્ય	દર્શાવવામાં	1	1.00000000	0.00222717	0.00333704	9.0000
સદ્ગતનું	ટેલીફોનીક	1	1.00000000	0.00222717	0.00333704	9.0000
સપોર્ટથી	સ્થિતિ	1	1.00000000	0.00222717	0.00333704	6.0000
સપ્લાઈ	થાય	1	1.00000000	0.00222717	0.00333704	4.0000
સપ્લાયરની	યોજના	1	1.00000000	0.00222717	0.00333704	6.0000
સભ્યોએ	ભાજપ	1	1.00000000	0.00222717	0.00333704	5.0000
સમગ્ર	શહેરમાં	1	1.00000000	0.00222717	0.00333704	8.0000
સમજશક્તિ	,	1	1.00000000	0.00222717	0.00333704	2.0000
સમજાવેલું	છે	1	1.00000000	0.00222717	0.00333704	3.0000
સમય	શુભ	1	1.00000000	0.00222717	0.00333704	4.0000
સમયમાં	તઘલખી	1	1.00000000	0.00222717	0.00333704	6.0000
સમૃદ્ધ	હતા	1	1.00000000	0.00222717	0.00333704	4.0000
સરકાર	પર	1	0.50000000	0.00222469	0.00332963	3.0000
સરકાર	વિકાસના	1	0.50000000	0.00222469	0.00332963	7.0000
સરકારની	વેરાકીય	1	1.00000000	0.00222717	0.00333704	8.0000
સરકારમાં	જમા	1	1.00000000	0.00222717	0.00333704	4.0000
સરદાર	પટેલ	1	1.00000000	0.00222717	0.00333704	5.0000
સરળતાથી	જોઈ	1	1.00000000	0.00222717	0.00333704	4.0000
સરેરાશ	પગાર	1	1.00000000	0.00222717	0.00333704	5.0000
સર્જાવાની	શક્યતા	1	1.00000000	0.00222717	0.00333704	7.0000
સર્મથન	મળ્યુ	1	1.00000000	0.00222717	0.00333704	6.0000
સવાલો	પત્રિકાના	1	1.00000000	0.00222717	0.00333704	9.0000
સહીત	અનેક	1	1.00000000	0.00222717	0.00333704	5.0000
સાંચોર	તેમજ	1	1.00000000	0.00222717	0.00333704	5.0000
સાંજે	ચા	1	0.50000000	0.00222469	0.00332963	3.0000
સાંજે	૪	1	0.50000000	0.00222469	0.00332963	2.0000
સાંભળો	છો	1	1.00000000	0.00222717	0.00333704	3.0000
સાંસદ	અહેમદ	1	1.00000000	0.00222717	0.00333704	6.0000
સાગબારા	વિસ્તારના	1	1.00000000	0.00222717	0.00333704	9.0000
સાચી	હકીકત	1	1.00000000	0.00222717	0.00333704	5.0000
સાથે	ઘર	1	0.12500000	0.00220994	0.00328587	3.0000
સાથે	પાસે	1	0.12500000	0.00220994	0.00328587	5.0000
સાથે	ભાગી	1	0.12500000	0.00220994	0.00328587	5.0000
સાથે	મળી	1	0.12500000	0.00220994	0.00328587	4.0000
સાથે	રહેવા	1	0.12500000	0.00220994	0.00328587	6.0000
સાથે	વધુ	1	0.12500000	0.00220994	0.00328587	4.0000
સાથે	સ્વતંત્ર	1	0.12500000	0.00220994	0.00328587	7.0000
સાથે	હરાવ્યું	1	0.12500000	0.00220994	0.00328587	9.0000
સામે	જનતાએ	1	0.50000000	0.00222469	0.00332963	6.0000
સામે	ટ્વિટર	1	0.50000000	0.00222469	0.00332963	6.0000
સારવાર	.	1	1.00000000	0.00222717	0.00333704	2.0000
સારા	જૂના	1	1.00000000	0.00222717	0.00333704	5.0000
સારી	રીતે	1	1.00000000	0.00222717	0.00333704	5.0000
સારું	પ્રદર્શન	1	0.50000000	0.00222469	0.00332963	7.0000
સારું	બદલો	1	0.50000000	0.00222469	0.00332963	5.0000
સારો	ભાવ	1	0.50000000	0.00222469	0.00332963	4.0000
સારો	હતો	1	0.50000000	0.00222469	0.00332963	4.0000
સિંધિયાની	જન	1	1.00000000	0.00222717	0.00333704	3.0000
સિન્ડ્રોમ	જોવા	1	1.00000000	0.00222717	0.00333704	5.0000
સિવાય	જે	1	1.00000000	0.00222717	0.00333704	3.0000
સિસ્ટમ	માટે	1	1.00000000	0.00222717	0.00333704	5.0000
સીરિઝમાં	સત્ય	1	1.00000000	0.00222717	0.00333704	5.0000
સુખદ	રહેશે	1	1.00000000	0.00222717	0.00333704	5.0000
સુચના	અને	1	1.00000000	0.00222717	0.00333704	4.0000
સુધી	આવ્યા	1	0.50000000	0.00222469	0.00332963	6.0000
સુધી	તેઓ	1	0.50000000	0.00222469	0.00332963	4.0000
સુધીની	સજા	1	1.00000000	0.00222717	0.00333704	4.0000
સુધીમાં	૩.	1	1.00000000	0.00222717	0.00333704	3.0000
સુનાવણી	,	1	1.00000000	0.00222717	0.00333704	2.0000
સુનિલ	,	1	1.00000000	0.00222717	0.00333704	2.0000
સુપર	મોડલ	1	1.00000000	0.00222717	0.00333704	5.0000
સુભાષ	અગ્રવાલે	1	1.00000000	0.00222717	0.00333704	9.0000
સેના	દ્વારા	1	1.00000000	0.00222717	0.00333704	6.0000
સૌથી	વધુ	1	1.00000000	0.00222717	0.00333704	4.0000
સ્ક્રિપ	થી	1	1.00000000	0.00222717	0.00333704	3.0000
સ્ટેટિસ્ટિક્સ	અનુસાર	1	1.00000000	0.00222717	0.00333704	7.0000
સ્ટેટ્સ	બ્યુરો	1	1.00000000	0.00222717	0.00333704	7.0000
સ્ટેશનમાં	પ્રાણી	1	1.00000000	0.00222717	0.00333704	7.0000
સ્ત્રીઓ	અને	1	1.00000000	0.00222717	0.00333704	4.0000
સ્થાનીક	દેડીયાપાડા	1	1.00000000	0.00222717	0.00333704	8.0000
સ્થાને	પહોંચી	1	1.00000000	0.00222717	0.00333704	7.0000
સ્થાપિત	થયેલ	1	1.00000000	0.00222717	0.00333704	5.0000
સ્થિતિ	સુખદ	1	1.00000000	0.00222717	0.00333704	5.0000
સ્મિત	આપીને	1	1.00000000	0.00222717	0.00333704	6.0000
સ્વતંત્ર	,	1	0.50000000	0.00222469	0.00332963	2.0000
સ્વતંત્ર	યોજના	1	0.50000000	0.00222469	0.00332963	6.0000
સ્વતંત્રતા	લખી	1	1.00000000	0.00222717	0.00333704	4.0000
સ્વવેન	માટે	1	1.00000000	0.00222717	0.00333704	5.0000
સ્વવેના	મુદ્રામાં	1	1.00000000	0.00222717	0.00333704	8.0000
સ્વાગત	કરીએ	1	1.00000000	0.00222717	0.00333704	5.0000
હકીકત	જણાશે	1	1.00000000	0.00222717	0.00333704	6.0000
હતા	અને	1	0.16666667	0.00221484	0.00330033	4.0000
હતાં	જ્યાં	1	1.00000000	0.00222717	0.00333704	6.0000
હતી	અને	1	0.20000000	0.00221729	0.00330761	4.0000
હતી	કે	1	0.20000000	0.00221729	0.00330761	3.0000
હતી	ને	1	0.20000000	0.00221729	0.00330761	3.0000
હતુ	,	1	0.50000000	0.00222469	0.00332963	2.0000
હતુ	.	1	0.50000000	0.00222469	0.00332963	2.0000
હતું	જ્યારે	1	0.12500000	0.00220994	0.00328587	7.0000
હતો	,	1	0.12500000	0.00220994	0.00328587	2.0000
હતો	જેના	1	0.12500000	0.00220994	0.00328587	5.0000
હતો	ને	1	0.12500000	0.00220994	0.00328587	3.0000
હરસુખલાલ	નાથાલાલ	1	1.00000000	0.00222717	0.00333704	5.0000
હરાવ્યું	અટકે	1	0.33333333	0.00222222	0.00332226	5.0000
હરાવ્યું	શરૂ	1	0.33333333	0.00222222	0.00332226	4.0000
હરાવ્યું	સુધી	1	0.33333333	0.00222222	0.00332226	5.0000
હરીશભાઇ	માવાણીએ	1	1.00000000	0.00222717	0.00333704	7.0000
હશે	.	1	1.00000000	0.00222717	0.00333704	2.0000
હાઈકોર્ટના	નિર્દેશોના	1	1.00000000	0.00222717	0.00333704	10.0000
હાજર	રહ્યા	1	1.00000000	0.00222717	0.00333704	6.0000
હાર	પર	1	1.00000000	0.00222717	0.00333704	3.0000
હાર્ટ	ઇન્સ્ટીટયૂટનું	1	1.00000000	0.00222717	0.00333704	11.0000
હાલ	સમગ્ર	1	1.00000000	0.00222717	0.00333704	6.0000
હાલોલ	,	1	1.00000000	0.00222717	0.00333704	2.0000
હિંમતનગર	,	1	1.00000000	0.00222717	0.00333704	2.0000
હીટ	એક્સચેન્જો	1	0.50000000	0.00222469	0.00332963	10.0000
હીટ	એક્સ્ચેન્જર	1	0.50000000	0.00222469	0.00332963	10.0000
હીટિંગ	સિસ્ટમ	1	1.00000000	0.00222717	0.00333704	6.0000
હીરેશનભાઇ	,	1	1.00000000	0.00222717	0.00333704	2.0000
હું	ઇચ્છતી	1	1.00000000	0.00222717	0.00333704	7.0000
હેઠળ	પોલીસની	1	1.00000000	0.00222717	0.00333704	7.0000
હોઈ	શકે	1	1.00000000	0.00222717	0.00333704	4.0000
હોટ	વોટર	1	1.00000000	0.00222717	0.00333704	5.0000
હોતુ	હતું	1	1.00000000	0.00222717	0.00333704	5.0000
હોય	છે	1	1.00000000	0.00222717	0.00333704	3.0000
હોવાથી	ટાળી	1	1.00000000	0.00222717	0.00333704	5.0000
હોસ્પિટલ	એન્ડ	1	1.00000000	0.00222717	0.00333704	5.0000
હોસ્પિટલની	તકતીનું	1	1.00000000	0.00222717	0.00333704	7.0000
હોસ્પિટલનું	અવલોકન	1	1.00000000	0.00222717	0.00333704	7.0000
૧.	૯૭	1	1.00000000	0.00222717	0.00333704	3.0000
૧૦.	૪૨	1	1.00000000	0.00222717	0.00333704	3.0000
૧૫.	૬૦	1	1.00000000	0.00222717	0.00333704	3.0000
૨૦૨૨	સુધીમાં	1	1.00000000	0.00222717	0.00333704	8.0000
૩	જેટલી	1	0.50000000	0.00222469	0.00332963	6.0000
૩	ના	1	0.50000000	0.00222469	0.00332963	3.0000
૩.	૩૦	1	1.00000000	0.00222717	0.00333704	3.0000
૩૦	લાખ	1	1.00000000	0.00222717	0.00333704	4.0000
૪	થી	1	1.00000000	0.00222717	0.00333704	3.0000
૪૨	કરોડની	1	1.00000000	0.00222717	0.00333704	7.0000
૪૫	કરોડની	1	1.00000000	0.00222717	0.00333704	7.0000
૬	રાખેલ	1	1.00000000	0.00222717	0.00333704	6.0000
૬૦	કરોડના	1	1.00000000	0.00222717	0.00333704	7.0000
૭	થી	1	0.50000000	0.00222469	0.00332963	3.0000
૭	પ	1	0.50000000	0.00222469	0.00332963	2.0000
૮	કરોડ	1	1.00000000	0.00222717	0.00333704	5.0000
૮.	૪૫	1	1.00000000	0.00222717	0.00333704	3.0000
૯૭	કરોડોનો	1	1.00000000	0.00222717	0.00333704	6.0000
